Id,Prediction
299,4849204.645940585
300,4777610.425506309
301,4575703.682462344
302,4582762.903406164
303,4810899.168512024
304,4224155.679707213
305,4817273.972948635
306,4153075.13177439
307,4573660.011168098
308,2793694.0779975047
309,4282816.786204135
310,4385726.737651977
311,3862386.9812131566
312,3799226.68529006
313,4593466.202301076
314,3673480.4142836807
315,3774160.785136601
316,3175689.004128718
317,4457660.013679946
318,4729665.016878831
319,3878032.406506331
320,3980946.274194031
321,3417062.8826917196
322,4255052.680528455
323,5314293.240033979
324,4584745.187522738
325,3845001.605865278
326,4689946.187188138
327,4412862.874810403
328,4465788.532031262
329,5278319.376134477
330,3937339.4553694483
331,4914095.5350070875
332,4513518.403941185
333,5383242.554593949
334,5393243.425336363
335,4485958.258122094
336,3572267.873195894
337,4437008.84420995
338,3861902.4035206055
339,3654846.6224686233
340,4975318.677850824
341,4245841.555666838
342,4530283.08552354
343,4703028.971161137
344,4638250.861061752
345,4227911.030505011
346,3916965.1659437437
347,4729463.58649758
348,3147276.1520158276
349,4911677.177384374
350,4385812.684271254
351,4911300.691286828
352,4920664.175269026
353,3831300.279265151
354,4133202.2114814464
355,4485409.842198157
356,4724380.229731234
357,4285509.713335679
358,4490224.438694338
359,4717089.686282471
360,5056629.906479433
361,4680498.121804512
362,4150256.637652949
363,4408762.310792271
364,5277952.357328955
365,3647927.0345184216
366,3228973.9483284485
367,3732752.562796901
368,3912711.885985494
369,4890238.891944711
370,4251417.799287127
371,4390204.663248023
372,4742134.091416992
373,5420293.810642052
374,3995260.108239238
375,4592769.401485491
376,3812962.937512908
377,3539063.059127638
378,5295390.458021703
379,4423301.173879508
380,4538863.923823431
381,4080948.326845072
382,3515034.995398475
383,4756042.297175963
384,3828709.7340704342
385,5179712.740166156
386,3907150.110194099
387,4562865.554027818
388,4434833.953583327
389,4974035.743261009
390,4955237.010575779
391,3606350.6682669325
392,3488363.704769346
393,4202661.461003734
394,5195904.436654115
395,3488630.868219561
396,4893022.203247351
397,4954826.292358793
398,4884283.213580357
399,4739318.730856862
400,3653932.543185422
401,3974478.580186613
402,3631344.8704974614
403,4799109.09638275
404,4132616.5541900666
405,4454957.329511451
406,4533872.8596314
407,4493191.748588541
408,3126059.2567957346
409,4105420.5761332577
410,3625178.222763336
411,3888556.257630349
412,4122127.446823815
413,4772546.985109702
414,4846755.446086075
415,4144086.869736545
416,5171823.871623419
417,3098926.6939896205
418,4271930.274953039
419,3629475.0747909322
420,4196447.360779257
421,4679003.459014297
422,4995176.108758993
423,3864436.4014593665
424,4490477.639172168
425,4427255.242395796
426,4428466.060543017
427,3654830.556289952
428,5137046.698708916
429,3620393.3420164953
430,3807602.9668420004
431,4204736.389447732
432,3261044.0490396083
433,4172527.7946677217
434,3760621.203713202
435,4449498.8131604735
436,3677469.020190065
437,3480144.287695704
438,3317525.8121151254
439,4732954.56786504
440,4521645.637798524
441,4431398.1630422035
442,4251704.198079747
443,4954909.328083668
444,4769242.9795726305
445,5226057.362810925
446,5599918.863374295
447,4226579.383170097
448,4391635.825904888
449,6090284.7671407
450,4904778.866764273
451,3684015.368913091
452,3608231.4758177153
453,5130785.764661159
454,4437082.08423624
455,4288746.248444805
456,3143183.71926707
457,4374588.082354001
458,4407879.241010658
459,3482058.0318254107
460,4869296.272080124
461,4481016.13107483
462,4866566.808336947
463,3036335.382987265
464,4594612.766660893
465,3863067.8050902416
466,4401737.543054372
467,3700679.1216384526
468,3976638.2397180675
469,4270227.5287754955
470,4498237.58369551
471,4461832.447534522
472,3662602.88152097
473,4431249.931567835
474,4711868.593371562
475,4221891.630149233
476,3835838.579458958
477,4718775.210092922
478,4154812.393178533
479,4683572.304080214
480,3959215.1744002607
481,5936901.355990117
482,3502906.9669386083
483,4428184.607999196
484,5301577.416315997
485,3817680.9578246567
486,4405426.565346517
487,4957203.162645313
488,4522375.48028028
489,4191784.1549878134
490,4440817.206705268
491,3645156.2673259415
492,4438151.139786701
493,4846077.390281438
494,4393189.175359937
495,4277296.359925901
496,4571187.139236008
497,3792845.6967184506
498,4361228.662464473
499,4379887.838465627
500,4440127.085899539
501,3229132.4757762677
502,4242384.882484124
503,5325443.957291992
504,3624767.1479289522
505,4208012.723274367
506,3786810.7617927855
507,4503138.976985244
508,3516047.138348131
509,4468172.785502533
510,4621153.538091717
511,5032071.4799593305
512,3178514.8962125294
513,5077461.829562141
514,3787954.4105368643
515,3165673.4505143547
516,3497879.0828311
517,4617576.632727659
518,4519048.543088023
519,4454185.437974506
520,3677694.285991939
521,4890371.94629138
522,5501764.277561623
523,4637387.273030731
524,4344233.43369785
525,4874318.18490765
526,3842697.6250889823
527,5204063.0091914935
528,4929255.680757055
529,4444517.133997368
530,3868549.0390214724
531,3667267.5635515563
532,4512773.781262541
533,4394276.154246598
534,4381379.9862859715
535,4500771.330016841
536,4299359.156252941
537,3769813.7709766664
538,4135340.714634691
539,4617077.20162208
540,4473852.023071412
541,3662736.014455056
542,3651962.000380019
543,4001200.0927615725
544,4282669.670830445
545,4283449.45920889
546,3254192.382738663
547,4071186.827639719
548,3752712.754762051
549,4234178.708642611
550,4122431.8209665073
551,4327975.945084898
552,3945563.611571093
553,4716908.35349709
554,4603542.914235131
555,4465000.5175035605
556,3584973.2589899534
557,4508285.134218545
558,4175507.821590543
559,4106015.487183889
560,4432014.226119715
561,4838976.799075449
562,3249493.905799483
563,4594524.870386191
564,3376199.8992505586
565,4458148.145039844
566,3545000.986532732
567,4503674.9894583095
568,4270396.837685828
569,3720124.4924297696
570,5065847.028917327
571,4985197.164088469
572,4124686.9020952173
573,4292014.545715073
574,4216999.36882464
575,3525496.084950504
576,6180066.676905738
577,3941471.552479304
578,4257879.6570487805
579,4386129.724084401
580,3643863.65558776
581,4407795.863486374
582,4774287.244782189
583,3881488.7895791754
584,4407541.251376301
585,4420075.7820400465
586,4013482.919309835
587,4136303.481214458
588,4995215.09912267
589,4315884.271593623
590,3824194.856249598
591,4294969.09040706
592,4116354.9162257826
593,3513927.1183948396
594,4062951.396412478
595,3724788.9229236376
596,3997561.129586949
597,3522596.1438698317
598,4494450.418519944
599,5101023.1302926345
600,4953021.872021688
601,4745425.72592721
602,5242550.698117994
603,3226781.019965253
604,3340087.1037850184
605,3634976.9344561202
606,3426057.4198239148
607,3813514.2041469
608,3342061.7680892507
609,4570765.236169113
610,4785649.181562347
611,2930160.8393048253
612,4815697.849192277
613,4415197.635673939
614,4756280.941896822
615,3532292.3004037025
616,4735384.144651031
617,4520017.887659843
618,5278367.377254756
619,4389735.74962277
620,4341584.332854589
621,5851167.760219032
622,4831237.925790301
623,4323609.5372693455
624,3270680.597921034
625,4489048.734665087
626,4801873.310583992
627,4679892.177360812
628,3698582.4096056167
629,3609930.4823297746
630,5170905.720300492
631,4821135.193881757
632,4764042.146002313
633,4695002.81053302
634,2835628.4796121325
635,3851959.797392127
636,4732666.192658514
637,4232903.100032577
638,3776053.8602024196
639,4796414.9083071435
640,4444138.990102448
641,4497223.524608641
642,3423630.86117173
643,4484548.111064738
644,4343341.982353006
645,3659229.2337349458
646,4298874.006032053
647,4102418.781351052
648,3960603.3602665355
649,3727064.605216698
650,3673874.956913485
651,4147331.73138797
652,4879874.355266262
653,4763539.67246991
654,3693253.850299148
655,5129097.799854973
656,3812865.1209287727
657,4711929.907274895
658,4579930.106926336
659,4099523.5284503596
660,4851669.585762642
661,5290732.941582557
662,4445514.512259846
663,4726534.808233027
664,4247989.609036745
665,3908183.169888323
666,5133943.40135109
667,3917277.4215852125
668,4279695.884478702
669,4365363.796288808
670,5132277.043432746
671,4691400.903344097
672,3655650.3903749445
673,4523665.026847471
674,4921923.204348752
675,3711616.8759518107
676,4161098.2604788486
677,3483861.484223093
678,4321086.130758621
679,4494615.314974083
680,3868073.834553998
681,4654192.44738856
682,3539590.4528247034
683,4581048.940726977
684,4491805.219691634
685,4536468.619578851
686,3650459.828424437
687,3215801.4360543108
688,4644929.382708712
689,3714326.626341824
690,4152957.111133597
691,3545864.6312863883
692,3734465.8430992872
693,3736228.521668596
694,3547458.983141562
695,3424144.819019366
696,4386393.974704764
697,4890104.710766697
698,4346415.604143319
699,3382747.550681577
700,4639974.764634093
701,4150902.561215737
702,4390565.2569935005
703,4957053.409304037
704,4515518.79932248
705,4812353.163309317
706,4613346.092845803
707,4646191.199278858
708,4411280.435594386
709,4139190.1597709106
710,4373874.527847655
711,5055597.246948268
712,4215517.730257212
713,3823387.503438942
714,4440757.566213928
715,4189245.2315004217
716,3770752.8593091303
717,4236427.0573412655
718,4428000.106897606
719,4641553.415549653
720,4543518.433062455
721,5396500.3219789425
722,4796467.046522018
723,3364509.326716446
724,4736188.495964001
725,4316495.231987519
726,3274491.1475992664
727,3728557.2804463543
728,4363580.777037779
729,3992124.3174830303
730,4093976.8444814896
731,4277682.371248211
732,3802774.7262680335
733,6125902.6910330085
734,4321486.341874943
735,4390628.912925883
736,3699558.998720195
737,4720098.755960673
738,3585984.509311022
739,3873394.350528155
740,4619532.232509191
741,4531770.655763697
742,4239373.7538833115
743,4593423.108835298
744,4846060.969191533
745,5074756.808827432
746,3453101.8232544186
747,4966232.927834908
748,4790269.278100356
749,4585859.573873668
750,5589286.18093819
751,4018397.212088504
752,4035353.5936080785
753,2916497.0072808973
754,3710034.657448315
755,3714789.1922300877
756,4161708.6900003054
757,4553097.2983111255
758,3486284.6335382005
759,4654839.105942254
760,3843333.7004820174
761,4168611.312941388
762,3429699.588537539
763,3594076.7030490376
764,4493404.442650343
765,4984807.631925948
766,4504046.786550269
767,3591247.0640955986
768,4636256.184910448
769,4572652.562021919
770,4229105.300844757
771,4359406.793638162
772,4091750.7179209925
773,4235502.28536996
774,4308540.523834968
775,4362643.281520435
776,3790933.699445606
777,4388433.032486659
778,4362109.319547842
779,4111886.012398094
780,3461577.7056964543
781,4383001.496778285
782,4958370.803637572
783,3662309.45583832
784,4604771.853253024
785,3693978.1856633583
786,5075663.145101203
787,4296524.894897819
788,5142673.67844997
789,4544103.100413547
790,3438193.549104188
791,4811026.9212720385
792,3733155.5945004746
793,3370278.1044215146
794,3957457.005321788
795,4555279.188039564
796,3230138.044425265
797,3845549.9619228654
798,3918474.3139395784
799,4442241.609123734
800,5030792.988320131
801,5112047.444332008
802,4288486.047152581
803,4188380.626657745
804,4600140.8045853935
805,4298943.937458515
806,4982722.824226594
807,4889549.953407438
808,3859757.762065778
809,3087669.2094262224
810,4255094.239117406
811,4293904.0946357045
812,4454500.306047393
813,4754590.957099132
814,3357890.0741018755
815,4543670.48336539
816,3794450.4596047034
817,3675536.4233276146
818,4238597.201604321
819,3429383.4426375935
820,4212708.295700234
821,4370954.3853722215
822,4349726.426908368
823,4493887.86390719
824,4139904.040236397
825,4149605.6978296465
826,4367900.04885613
827,3250603.4509563847
828,4882686.151190445
829,4194813.518853522
830,4591493.278059306
831,4667404.613666499
832,5400777.9348352505
833,4722627.480167163
834,4875122.219512273
835,3689067.726329434
836,2731492.4698293097
837,4612997.565690413
838,3881768.9516490144
839,2784567.824620747
840,4169336.982283945
841,3659033.0796398125
842,5013387.034929866
843,4042374.6442511473
844,4400016.091609642
845,5057663.501997743
846,4340751.091950279
847,4636391.009065846
848,3604607.007486794
849,3782585.5704589714
850,3783840.2118564155
851,4168219.6537253396
852,5445597.984589409
853,3606563.393135006
854,3728176.3066386515
855,3761592.774404945
856,4996995.933465884
857,4665358.822303051
858,3504164.743121918
859,4387778.87099011
860,4348526.183399153
861,4665361.8912943425
862,3498311.2131863898
863,4417308.265790433
864,5016060.276196424
865,5342074.98861771
866,4452154.809430744
867,3373915.720464876
868,4390765.651885206
869,4670650.328906231
870,2926539.784257627
871,4562599.046987035
872,4073593.2792134737
873,4426986.578726817
874,4436333.733262342
875,3624398.049725149
876,3449697.337555525
877,4982317.353493303
878,3646967.1378324945
879,4841945.6551122675
880,3717944.1190892505
881,4079760.3333745003
882,5001198.30872143
883,4022714.4730828656
884,4477465.62973337
885,4764963.892819596
886,3972663.8134091087
887,4607601.232498317
888,3621853.5719677377
889,4349698.124399077
890,3880771.908622755
891,3936661.575081423
892,4590515.815941652
893,3646989.6287702722
894,4617820.040851781
895,4462633.265450804
896,4451766.850189108
897,4277776.810031278
898,4278335.254504837
899,4648266.509248026
900,3769998.76911419
901,5168984.5609287545
902,4632620.657172039
903,4280286.493454304
904,3458050.438688596
905,4188430.7747313073
906,4401414.822637925
907,4435979.414856157
908,4621186.757917076
909,3820405.8386112503
910,4468294.115349336
911,5015879.824098796
912,4226724.344239052
913,3781158.9129526746
914,3918661.014599154
915,4353569.495959125
916,2718440.031713008
917,4950614.756647684
918,3886914.803150031
919,4044607.3643739354
920,4220112.59341323
921,3429120.459968092
922,4856360.216454468
923,4370428.954841274
924,4607047.211860476
925,4976987.427869769
926,4639109.507821678
927,4174377.007028696
928,5034125.202295272
929,3904085.9246933833
930,4467399.49153556
931,3570557.452787495
932,4432149.100354079
933,4564058.653302173
934,4259399.8440657165
935,4065879.577790959
936,3678661.423902464
937,4839615.878942907
938,3776010.5280403215
939,4956909.319873555
940,4414652.257395557
941,4417054.379507163
942,4295127.538165097
943,4613870.2788537545
944,5313511.306652998
945,2767342.3683384173
946,4736183.257145962
947,4513388.027005396
948,4407400.150823583
949,3631145.6772583155
950,5093066.031663101
951,4087665.4437099323
952,3753438.4187181406
953,4288646.416815528
954,4726050.510968636
955,4733848.42739681
956,4630038.974265436
957,5781667.998319321
958,5172186.168897991
959,4214740.387967309
960,4774161.452935211
961,4664944.983956783
962,4486908.795313236
963,5069732.0821107775
964,5326956.147399116
965,3442727.8249935145
966,4912752.676815698
967,5149737.163451673
968,3627982.9886340993
969,3555026.9930816665
970,3726478.5698738713
971,3736275.527843613
972,3536330.7824746775
973,3710843.6470710053
974,3904976.766233585
975,3680316.8863975233
976,3462341.891712416
977,4432403.305124298
978,4175787.0351535054
979,5321564.725110937
980,4673795.205639221
981,2965184.3555345023
982,4363281.3107116725
983,5053531.269066946
984,5879154.193859763
985,4455729.392304501
986,3772812.2969452026
987,4438583.571408871
988,4971563.24828531
989,4176660.484062425
990,5155341.5145677
991,2816990.7644088864
992,4864812.983433124
993,4937548.436836802
994,4994473.32342574
995,3304746.295145709
996,4000383.0387624353
997,4878154.097543305
998,3974567.851933013
999,5015662.678282705
1000,4405990.049810933
1001,4473113.712586908
1002,4177462.5751698343
1003,4667423.442452064
1004,4538096.534871128
1005,4779529.853172364
1006,5165752.225444062
1007,4265475.24863633
1008,3398822.512889214
1009,3641543.4875429953
1010,4200384.961021075
1011,4866407.975550576
1012,3880578.021492987
1013,4595625.969514559
1014,4277260.4095273
1015,4503245.47971861
1016,4629127.985597309
1017,4567404.884599782
1018,4508375.953018049
1019,3868313.020256552
1020,4297387.171915145
1021,4273887.708378103
1022,4471537.966420127
1023,3704070.6281306897
1024,4514305.9770931825
1025,4561395.1335966
1026,4745596.394135547
1027,3899912.4759175098
1028,4587336.104812865
1029,3575903.8502420913
1030,4629386.589739982
1031,3690918.1147959745
1032,3277436.2061799737
1033,4948001.120741539
1034,4607011.155936892
1035,4145853.254795852
1036,4386484.644261216
1037,4298293.021085989
1038,4461666.839641126
1039,4724244.9186172
1040,4469897.93724964
1041,3645741.272498273
1042,3193695.1893573487
1043,4394340.625750402
1044,4599189.202962683
1045,4756337.56959095
1046,4451095.005359535
1047,4612075.158588154
1048,4317012.83605609
1049,4178462.1557076564
1050,4665801.118917847
1051,3749628.631336757
1052,3846043.3115933733
1053,3627032.280582223
1054,5019228.9673801465
1055,3177319.8611999056
1056,5257052.712312229
1057,4552587.437736763
1058,3333913.0773808146
1059,4209504.238157549
1060,4707101.08068586
1061,4461178.812419211
1062,4864712.099966744
1063,4396130.9379995875
1064,4566860.430976551
1065,3656818.720339532
1066,5221500.348780304
1067,4458410.4041713
1068,4384577.371692881
1069,4335236.347758455
1070,4100978.361897419
1071,4220564.1243046215
1072,4629910.625144075
1073,4729256.43601957
1074,4648026.139646867
1075,3871950.9136853153
1076,4496030.938452603
1077,4078171.0779769504
1078,3593985.498059911
1079,5079940.440428071
1080,3917886.8377134665
1081,4408001.119852652
1082,3861309.121035667
1083,4692643.766050619
1084,3693574.3577113273
1085,2787421.6598477745
1086,4741800.159009017
1087,3829517.805270441
1088,4312248.533400831
1089,3734178.846972506
1090,4732071.360526653
1091,3590608.0713722566
1092,4363664.319475504
1093,4283887.578386774
1094,4300256.2311155815
1095,3986412.268529126
1096,3014955.6646156814
1097,4221381.1014347905
1098,3731776.5077675004
1099,4325327.0486195795
1100,4329799.739432182
1101,4915831.077610351
1102,3884398.330382351
1103,4483729.384022037
1104,4547362.863678346
1105,4297045.810388017
1106,3754637.0706212283
1107,4703781.569629658
1108,4530759.552811273
1109,4457976.62375487
1110,4694199.43902558
1111,4368170.509762339
1112,4244659.486931076
1113,3692822.1963791223
1114,4140620.941384544
1115,3642928.8715116326
1116,3941906.4574637674
1117,4711810.559795907
1118,4888829.644814658
1119,3626233.9448552816
1120,4672612.460538963
1121,2827295.8559694774
1122,4580544.805712666
1123,4428677.1391699575
1124,3757862.2775580413
1125,5013728.829287337
1126,4640307.287023459
1127,3363247.1465497334
1128,4204321.83452156
1129,4423131.666423872
1130,4395567.909467671
1131,5058176.6595292585
1132,4119284.468989996
1133,3469458.1695658695
1134,4979320.880491258
1135,3215496.7210286455
1136,4635575.035578674
1137,3584067.110768377
1138,4796660.873044954
1139,4581201.63818904
1140,4747443.442669323
1141,4978750.78436172
1142,4635401.723838832
1143,3991222.138556687
1144,3637266.981026978
1145,4365715.634881056
1146,4277888.117511759
1147,5128791.393643028
1148,4222397.614144879
1149,5496832.681763442
1150,4394785.294457799
1151,2664488.85758971
1152,4276318.35301786
1153,4647757.498880967
1154,4283377.002353791
1155,3528008.103453693
1156,4535817.911387116
1157,4845063.881772544
1158,4769305.097402379
1159,4228967.822051962
1160,4400105.371524018
1161,4624025.4092234215
1162,4596610.306936391
1163,3923130.7244268185
1164,4537386.141889976
1165,4306515.855154898
1166,4516792.929354069
1167,4735718.588573312
1168,3280755.208548299
1169,4975825.034014048
1170,4295486.756294324
1171,3684772.5912438855
1172,2612866.2327344744
1173,4720475.194496892
1174,3710034.657448315
1175,4407953.478157085
1176,4817618.71386056
1177,4621633.134437112
1178,4539539.87862499
1179,4989655.587402061
1180,5194816.906067152
1181,4314848.744124244
1182,5100314.3853115905
1183,3678556.8500736263
1184,3617289.2436637143
1185,3483965.4660421624
1186,4709150.79628191
1187,3934503.0932295113
1188,5331908.315242167
1189,4560153.512270917
1190,4936439.4045310635
1191,4927872.335661139
1192,4091543.7599736047
1193,3453181.7750928076
1194,5329424.2155960165
1195,4479229.30262094
1196,3912384.839732413
1197,3699506.1315545943
1198,4168466.110639007
1199,4330736.467263297
1200,6283648.883385053
1201,4292686.813474375
1202,3413888.745481153
1203,3547817.25952208
1204,3691170.543622761
1205,3518686.6272182316
1206,4397638.459256647
1207,4552380.339050375
1208,4193756.781944313
1209,4563332.630042624
1210,3786742.913597293
1211,4746415.9382497035
1212,4505871.575875097
1213,4654391.014680754
1214,4242023.857813431
1215,3786329.468737947
1216,4231275.084631286
1217,3761581.1398718776
1218,3645337.498771569
1219,4217256.580195588
1220,3912242.200972385
1221,4681322.627969425
1222,4924114.571662778
1223,4458389.83984709
1224,4898258.082916245
1225,4519177.979902814
1226,4182321.1779555595
1227,5449323.421007171
1228,4248059.3426927
1229,4904877.947521243
1230,4558835.21287271
1231,4357851.751485586
1232,3391376.3298693663
1233,4710534.535363327
1234,4640269.206745786
1235,3950601.2379449774
1236,3712478.4129284415
1237,3452792.7951138513
1238,4542526.442191843
1239,4537018.692461417
1240,4215837.646660293
1241,3841149.8583833547
1242,4846785.683234376
1243,4255586.715645207
1244,4537686.280339796
1245,3917581.1495906105
1246,4020670.6839001756
1247,4687531.771650907
1248,3116516.7362282462
1249,4290715.113752925
1250,4499846.672521967
1251,4404462.595603124
1252,3819468.838262026
1253,4664110.410577667
1254,3917518.9148973916
1255,3647403.6978469817
1256,4475787.595161526
1257,3981209.401274941
1258,4582987.776502477
1259,4211294.914782841
1260,4284234.186151821
1261,5041612.343437515
1262,5238561.217408751
1263,3356259.272969652
1264,4472053.8677486535
1265,3671320.617030969
1266,4065486.2245164067
1267,5287140.3082472645
1268,3476423.3844061513
1269,3873061.2525677728
1270,3627572.625716329
1271,4785770.42450254
1272,4679099.009285951
1273,3292147.230683335
1274,3344734.814627356
1275,5094011.499890443
1276,3631070.697299154
1277,3717450.478894292
1278,4621565.3513186695
1279,3710034.657448315
1280,4141326.346286193
1281,4172932.734360228
1282,4469722.9743533945
1283,3333245.628791491
1284,4855036.387988029
1285,4816923.855736828
1286,3205367.87275362
1287,4281433.218352277
1288,3955474.9838609463
1289,3152856.301637744
1290,3720767.568940971
1291,3803208.003420965
1292,5731844.290992509
1293,5039116.1398052415
1294,4539651.5914982
1295,4562996.049219888
1296,4849800.5824653385
1297,4507266.04139084
1298,3653496.001508766
1299,4510519.584315022
1300,4523056.303365749
1301,3987343.838179772
1302,4747805.657679908
1303,4514514.300065465
1304,4380409.428323463
1305,4437135.455134805
1306,4504287.162765858
1307,4296128.406064754
1308,5145920.626638852
1309,3753958.6331433738
1310,5029326.722101964
1311,4485226.503359016
1312,3457398.8273018175
1313,4921059.2384671625
1314,4296310.001449131
1315,4610523.744390243
1316,4499595.956095163
1317,4600303.176322348
1318,4774650.2408126965
1319,4554294.605365746
1320,5048046.030594203
1321,4430067.146946694
1322,4835661.282407225
1323,3914631.48617968
1324,4792105.982813202
1325,3631529.7904572035
1326,3673738.150812518
1327,4672295.1399890585
1328,4302351.388074083
1329,4522631.616594254
1330,4887656.829721043
